Geneid	T0	T10
IABCJNHA_01857	334	273
IABCJNHA_01858	94	69
IABCJNHA_01859	167	114
IABCJNHA_01860	127	75
IABCJNHA_01861	302	147
IABCJNHA_01862	25	26
IABCJNHA_01863	25	35
IABCJNHA_01864	147	82
IABCJNHA_01865	2170	965
IABCJNHA_01866	224	315
IABCJNHA_01867	138	117
IABCJNHA_01868	2	0
IABCJNHA_01869	16	6
IABCJNHA_01870	196	65
IABCJNHA_01871	22	7
IABCJNHA_01872	687	393
IABCJNHA_01873	4314	2766
IABCJNHA_01874	705	560
IABCJNHA_01875	1	5
IABCJNHA_01876	2	25
IABCJNHA_01877	4	53
IABCJNHA_01878	0	20
IABCJNHA_01879	397	327
IABCJNHA_01880	371	353
IABCJNHA_01881	32	57
IABCJNHA_01882	99	154
IABCJNHA_01883	9	36
IABCJNHA_01884	2784	2357
IABCJNHA_01885	221	328
IABCJNHA_01886	175	204
IABCJNHA_01887	562	607
IABCJNHA_01888	463	441
IABCJNHA_01889	728	704
IABCJNHA_01890	2819	976
IABCJNHA_01891	82	57
IABCJNHA_01892	172	285
IABCJNHA_01893	386	487
IABCJNHA_01894	137	194
IABCJNHA_01895	11	14
IABCJNHA_01896	8	6
IABCJNHA_01897	0	6
IABCJNHA_01898	3	6
IABCJNHA_01899	4	16
IABCJNHA_01900	81	62
IABCJNHA_01901	129	104
IABCJNHA_01902	245	287
IABCJNHA_01903	339	362
IABCJNHA_01904	207	209
IABCJNHA_01905	243	284
IABCJNHA_01906	36	46
IABCJNHA_01907	300	180
IABCJNHA_01908	492	218
IABCJNHA_01909	700	334
IABCJNHA_01910	21	73
IABCJNHA_01911	134	320
IABCJNHA_01912	73	69
IABCJNHA_01913	90	116
IABCJNHA_01914	174	163
IABCJNHA_01915	87	52
IABCJNHA_01916	108	94
IABCJNHA_01917	238	221
IABCJNHA_01918	338	252
IABCJNHA_01919	176	209
IABCJNHA_01920	603	974
IABCJNHA_01921	705	1055
IABCJNHA_01922	220	332
IABCJNHA_01923	449	618
IABCJNHA_01924	109	170
IABCJNHA_01925	1203	1034
IABCJNHA_01926	2236	1670
IABCJNHA_01927	1537	2427
IABCJNHA_01928	176	824
IABCJNHA_01929	143	706
IABCJNHA_01930	75	387
IABCJNHA_01931	1912	1356
IABCJNHA_01932	176	119
IABCJNHA_01933	0	0
IABCJNHA_01934	0	0
IABCJNHA_01935	2	4
IABCJNHA_01936	54	34
IABCJNHA_01937	64	86
IABCJNHA_01938	2	2
IABCJNHA_01939	0	0
IABCJNHA_01940	201	111
IABCJNHA_01941	202	262
IABCJNHA_01942	93	181
IABCJNHA_01943	99	195
IABCJNHA_01944	355	191
IABCJNHA_01945	212	1312
IABCJNHA_01946	8	199
IABCJNHA_01947	320	1845
IABCJNHA_01948	40	35
IABCJNHA_01949	68	42
IABCJNHA_01950	65	26
IABCJNHA_01951	37	25
IABCJNHA_01952	31	14
IABCJNHA_01953	72	33
IABCJNHA_01954	635	220
IABCJNHA_01955	37	26
IABCJNHA_01956	75	45
IABCJNHA_01957	0	2
IABCJNHA_01958	0	0
IABCJNHA_01959	315	133
IABCJNHA_01960	70	43
IABCJNHA_01961	91	31
IABCJNHA_01962	56	61
IABCJNHA_01963	42	34
IABCJNHA_01964	61	41
IABCJNHA_01965	32	12
IABCJNHA_01966	57	128
IABCJNHA_01967	16	31
IABCJNHA_01968	0	16
IABCJNHA_01969	269	120
IABCJNHA_01970	7083	4665
IABCJNHA_01971	464	296
IABCJNHA_01972	57	28
IABCJNHA_01973	31	8
IABCJNHA_01974	57	42
IABCJNHA_01975	66	48
IABCJNHA_01976	416	374
IABCJNHA_01977	406	100
IABCJNHA_01978	241	165
IABCJNHA_01979	41	103
IABCJNHA_01980	234	1049
IABCJNHA_01981	369	1100
IABCJNHA_01982	70	776
IABCJNHA_01983	47	603
IABCJNHA_01984	78	497
IABCJNHA_01985	56	20
IABCJNHA_01986	84	15
IABCJNHA_01987	396	112
IABCJNHA_01988	278	144
IABCJNHA_01989	109	87
IABCJNHA_01990	106	102
IABCJNHA_01991	72	77
IABCJNHA_01992	8	14
IABCJNHA_01993	14	44
IABCJNHA_01994	151	65
IABCJNHA_01995	64	81
IABCJNHA_01996	47	52
IABCJNHA_01997	20	20
IABCJNHA_01998	0	2
IABCJNHA_01999	8	7
IABCJNHA_02000	4	7
IABCJNHA_02001	0	0
IABCJNHA_02002	64	18
IABCJNHA_02003	48	5
IABCJNHA_02004	7	1
IABCJNHA_02005	1	0
IABCJNHA_02006	0	0
IABCJNHA_02008	0	0
IABCJNHA_02009	3	0
IABCJNHA_02010	4	0
IABCJNHA_02011	4	0
IABCJNHA_02012	0	0
IABCJNHA_02013	32	14
IABCJNHA_02014	4	2
IABCJNHA_02015	0	0
IABCJNHA_02016	0	0
IABCJNHA_02017	16	12
IABCJNHA_02018	21	14
IABCJNHA_02019	2	0
IABCJNHA_02020	361	165
IABCJNHA_02021	216	225
IABCJNHA_02022	1	1
IABCJNHA_02023	1	1
IABCJNHA_02024	558	310
IABCJNHA_02025	357	58
IABCJNHA_02026	23	0
IABCJNHA_02027	8	14
IABCJNHA_02028	19	8
IABCJNHA_02029	258	306
IABCJNHA_02030	32	21
IABCJNHA_02031	29	8
IABCJNHA_02032	14	0
IABCJNHA_02033	4	0
IABCJNHA_02034	0	0
IABCJNHA_02035	71	84
IABCJNHA_02036	73	96
IABCJNHA_02037	79	78
IABCJNHA_02038	323	323
IABCJNHA_02039	38	38
IABCJNHA_02040	68	38
IABCJNHA_02041	0	0
IABCJNHA_02042	2	15
IABCJNHA_02043	48	54
IABCJNHA_02044	408	236
IABCJNHA_02045	36	33
IABCJNHA_02046	90	58
IABCJNHA_02047	295	248
IABCJNHA_02048	22374	12333
IABCJNHA_02049	17738	10392
IABCJNHA_02050	28	12
IABCJNHA_02051	68	88
IABCJNHA_02052	0	4
IABCJNHA_02053	4	21
IABCJNHA_02054	563	177
IABCJNHA_02055	56	12
IABCJNHA_02056	132	49
IABCJNHA_02057	0	2
IABCJNHA_02058	0	2
IABCJNHA_02059	30	12
IABCJNHA_02060	0	0
IABCJNHA_02061	14	9
IABCJNHA_02062	31	25
IABCJNHA_02063	253	190
IABCJNHA_02064	56	26
IABCJNHA_02065	788	1625
IABCJNHA_02066	25	58
IABCJNHA_02067	19	56
IABCJNHA_02068	249	227
IABCJNHA_02069	135	63
IABCJNHA_02070	5	0
IABCJNHA_02071	8	2
IABCJNHA_02072	346	60
IABCJNHA_02073	462	426
IABCJNHA_02074	36	46
IABCJNHA_02075	0	0
IABCJNHA_02076	14	20
IABCJNHA_02077	6	2
IABCJNHA_02078	13	7
IABCJNHA_02079	14	6
IABCJNHA_02080	81	32
IABCJNHA_02081	69	29
IABCJNHA_02082	33	15
IABCJNHA_02083	233	60
IABCJNHA_02084	2	2
IABCJNHA_02085	46	28
IABCJNHA_02086	157	98
IABCJNHA_02087	60	46
IABCJNHA_02088	531	201
IABCJNHA_02089	1152	778
IABCJNHA_02090	3	10
IABCJNHA_02091	2	0
IABCJNHA_02092	0	0
IABCJNHA_02093	0	0
IABCJNHA_02094	182	119
IABCJNHA_02095	381	146
IABCJNHA_02096	10	4
IABCJNHA_02097	5	2
IABCJNHA_02098	0	0
IABCJNHA_02099	2	2
IABCJNHA_02100	45	34
IABCJNHA_02101	21	14
IABCJNHA_02102	29	10
IABCJNHA_02103	3	5
IABCJNHA_02104	40	17
IABCJNHA_02105	52	12
IABCJNHA_02106	1201	1151
IABCJNHA_02107	70	93
IABCJNHA_02108	2	2
IABCJNHA_02109	0	0
IABCJNHA_02110	0	1
IABCJNHA_02111	186	140
IABCJNHA_02112	27	16
IABCJNHA_02113	0	9
IABCJNHA_02114	2	4
IABCJNHA_02115	9	0
IABCJNHA_02116	6	15
IABCJNHA_02117	14	7
IABCJNHA_02118	2	2
IABCJNHA_02119	0	0
IABCJNHA_02120	1	0
IABCJNHA_02121	0	0
IABCJNHA_02122	2	3
IABCJNHA_02123	0	0
IABCJNHA_02124	0	0
IABCJNHA_02125	12	8
IABCJNHA_02126	4	0
IABCJNHA_02127	4	0
IABCJNHA_02128	31	27
IABCJNHA_02129	33	15
IABCJNHA_02130	6	2
IABCJNHA_02131	299	64
IABCJNHA_02132	7	14
IABCJNHA_02133	65	29
IABCJNHA_02134	232	66
IABCJNHA_02135	85	54
IABCJNHA_02136	0	5
IABCJNHA_02137	0	2
IABCJNHA_02138	0	0
IABCJNHA_02139	2	2
IABCJNHA_02140	0	0
IABCJNHA_02141	0	2
IABCJNHA_02142	654	347
IABCJNHA_02143	46	44
IABCJNHA_02144	20	35
IABCJNHA_02145	26	39
IABCJNHA_02146	46	20
IABCJNHA_02147	151	114
IABCJNHA_02148	90	43
IABCJNHA_02149	24	28
IABCJNHA_02150	237	30
IABCJNHA_02151	465	75
IABCJNHA_02152	141	53
IABCJNHA_02153	381	165
IABCJNHA_02154	371	220
IABCJNHA_02155	326	284
IABCJNHA_02156	236	267
IABCJNHA_02157	1	9
IABCJNHA_02158	0	4
IABCJNHA_02159	0	0
IABCJNHA_02160	0	0
IABCJNHA_02161	0	0
IABCJNHA_02162	0	0
IABCJNHA_02163	0	0
IABCJNHA_02164	0	2
IABCJNHA_02165	1	0
IABCJNHA_02166	3	2
IABCJNHA_02167	10	8
IABCJNHA_02168	12	9
IABCJNHA_02169	41	7
IABCJNHA_02170	0	0
IABCJNHA_02171	26	6
IABCJNHA_02172	44	28
IABCJNHA_02173	0	2
IABCJNHA_02174	16	6
IABCJNHA_02175	177	114
IABCJNHA_02176	33	5
IABCJNHA_02177	484	262
IABCJNHA_02178	426	195
IABCJNHA_02179	74	54
IABCJNHA_02180	168	57
IABCJNHA_02181	97	36
IABCJNHA_02182	12	14
IABCJNHA_02183	13	12
IABCJNHA_02184	5	2
IABCJNHA_02185	4	2
IABCJNHA_02186	0	0
IABCJNHA_02187	390	209
IABCJNHA_02188	5957	2911
IABCJNHA_02189	0	0
IABCJNHA_02190	0	0
IABCJNHA_02191	0	0
IABCJNHA_02192	110	99
IABCJNHA_02193	141	112
IABCJNHA_02194	20	22
IABCJNHA_02195	18	42
IABCJNHA_02196	18	9
IABCJNHA_02197	352	195
IABCJNHA_02198	4	21
IABCJNHA_02199	3208	1922
IABCJNHA_02200	26	27
IABCJNHA_02201	15	49
IABCJNHA_02202	6	20
IABCJNHA_02203	138	120
IABCJNHA_02204	20	11
IABCJNHA_02205	105	71
IABCJNHA_02206	2	0
IABCJNHA_02207	2	6
IABCJNHA_02208	41	26
IABCJNHA_02209	66	29
IABCJNHA_02210	29	16
IABCJNHA_02211	40	5
IABCJNHA_02212	0	0
IABCJNHA_02213	0	0
IABCJNHA_02214	0	5
IABCJNHA_02215	0	1
IABCJNHA_02216	5	0
IABCJNHA_02217	104	70
IABCJNHA_02218	0	0
IABCJNHA_02219	58	16
IABCJNHA_02220	6	4
IABCJNHA_02221	0	0
IABCJNHA_02222	341	258
IABCJNHA_02223	7	5
IABCJNHA_02224	127	84
IABCJNHA_02225	7	9
IABCJNHA_02226	0	0
IABCJNHA_02227	13	4
IABCJNHA_02228	34	18
IABCJNHA_02229	9	11
IABCJNHA_02230	2	2
IABCJNHA_02231	85	12
IABCJNHA_02232	15	13
IABCJNHA_02233	21	10
IABCJNHA_02234	28	12
IABCJNHA_02235	50	41
IABCJNHA_02236	18	6
IABCJNHA_02237	14	0
IABCJNHA_02238	14	22
IABCJNHA_02239	5	1
IABCJNHA_02240	11	3
IABCJNHA_02241	41	12
IABCJNHA_02242	80	16
IABCJNHA_02243	16	7
IABCJNHA_02244	90	63
IABCJNHA_02245	71	43
IABCJNHA_02246	0	8
IABCJNHA_02247	0	17
IABCJNHA_02248	3	19
IABCJNHA_02249	2688	2735
IABCJNHA_02250	130	187
IABCJNHA_02251	138	202
IABCJNHA_02252	4549	4754
IABCJNHA_02253	6	331
IABCJNHA_02254	6	0
IABCJNHA_02255	88	6964
IABCJNHA_02256	621	21587
IABCJNHA_02257	568	30610
IABCJNHA_02258	75	8720
IABCJNHA_02259	57	81
IABCJNHA_02260	7	18
IABCJNHA_02261	275	167
IABCJNHA_02262	136	108
IABCJNHA_02263	4	2
IABCJNHA_02264	0	1
IABCJNHA_02265	0	1
IABCJNHA_02266	0	3
IABCJNHA_02267	52	38
IABCJNHA_02268	5	15
IABCJNHA_02269	14	12
IABCJNHA_02270	37	25
IABCJNHA_02271	16	8
IABCJNHA_02272	356	456
IABCJNHA_02273	548	451
IABCJNHA_02274	579	331
IABCJNHA_02275	447	224
IABCJNHA_02276	356	247
IABCJNHA_02277	275	182
IABCJNHA_02278	272	128
IABCJNHA_02279	5	4
IABCJNHA_02280	16	1
IABCJNHA_02281	23	5
IABCJNHA_02282	30	8
IABCJNHA_02283	2	0
IABCJNHA_02284	120	23
IABCJNHA_02285	49	15
IABCJNHA_02286	3	0
IABCJNHA_02287	71	14
IABCJNHA_02288	24	15
IABCJNHA_02289	30	10
IABCJNHA_02290	4	2
IABCJNHA_02291	0	0
IABCJNHA_02292	28	18
IABCJNHA_02293	217	212
IABCJNHA_02294	383	348
IABCJNHA_02295	12	8
IABCJNHA_02296	410	270
IABCJNHA_02297	872	753
IABCJNHA_02298	1214	334
IABCJNHA_02299	650	222
IABCJNHA_02300	196	248
IABCJNHA_02301	83	213
IABCJNHA_02302	8617	4873
IABCJNHA_02303	240	202
IABCJNHA_02304	602	433
IABCJNHA_02305	334	250
IABCJNHA_02306	68	82
IABCJNHA_02307	488	129
IABCJNHA_02308	137	33
IABCJNHA_02309	98	21
IABCJNHA_02310	12	19
IABCJNHA_02311	18	25
IABCJNHA_02312	466	256
IABCJNHA_02313	337	234
IABCJNHA_02314	28	98
IABCJNHA_02315	331	367
IABCJNHA_02316	390	476
IABCJNHA_02317	0	8
IABCJNHA_02318	6	43
IABCJNHA_02319	1058	1185
IABCJNHA_02320	931	697
IABCJNHA_02321	548	518
IABCJNHA_02322	1419	613
IABCJNHA_02323	0	6
IABCJNHA_02324	2	12
IABCJNHA_02325	3	107
IABCJNHA_02326	161	1169
IABCJNHA_02327	231	1207
IABCJNHA_02328	3619	2953
IABCJNHA_02329	1463	775
IABCJNHA_02330	359	869
IABCJNHA_02331	189	892
IABCJNHA_02332	428	741
IABCJNHA_02333	421	698
IABCJNHA_02334	2911	4580
IABCJNHA_02335	360	574
IABCJNHA_02336	482	833
IABCJNHA_02337	1079	1820
IABCJNHA_02338	360	698
IABCJNHA_02339	706	4439
IABCJNHA_02340	977	1967
IABCJNHA_02341	620	1142
IABCJNHA_02342	381	750
IABCJNHA_02343	138	310
IABCJNHA_02344	250	559
IABCJNHA_02345	687	1104
IABCJNHA_02346	789	1176
IABCJNHA_02347	3124	2566
IABCJNHA_02348	2718	1574
IABCJNHA_02349	644	586
IABCJNHA_02350	476	456
IABCJNHA_02351	445	450
IABCJNHA_02352	701	603
IABCJNHA_02353	586	520
IABCJNHA_02354	2054	1556
IABCJNHA_02355	701	383
IABCJNHA_02356	490	312
IABCJNHA_02357	616	383
IABCJNHA_02358	1340	738
IABCJNHA_02359	951	435
IABCJNHA_02360	427	172
IABCJNHA_02361	141	58
IABCJNHA_02362	494	197
IABCJNHA_02363	845	414
IABCJNHA_02364	787	436
IABCJNHA_02365	1332	751
IABCJNHA_02366	951	297
IABCJNHA_02367	241	83
IABCJNHA_02368	473	273
IABCJNHA_02369	420	140
IABCJNHA_02370	1349	378
IABCJNHA_02371	730	156
IABCJNHA_02372	299	63
IABCJNHA_02373	1065	277
IABCJNHA_02374	548	174
IABCJNHA_02375	811	239
IABCJNHA_02376	1173	287
IABCJNHA_02377	140	49
IABCJNHA_02378	327	77
IABCJNHA_02379	191	49
IABCJNHA_02380	763	883
IABCJNHA_02381	1319	1537
IABCJNHA_02382	577	591
IABCJNHA_02383	506	548
IABCJNHA_02384	118	329
IABCJNHA_02385	745	559
IABCJNHA_02386	74	72
IABCJNHA_02387	7804	4138
IABCJNHA_02388	9282	4398
IABCJNHA_02389	53	70
IABCJNHA_02390	233	281
IABCJNHA_02391	125	155
IABCJNHA_02392	245	296
IABCJNHA_02393	8232	4104
IABCJNHA_02394	210	237
IABCJNHA_02395	239	266
IABCJNHA_02396	135	124
IABCJNHA_02397	983	474
IABCJNHA_02398	1535	699
IABCJNHA_02399	1933	421
IABCJNHA_02400	576	131
IABCJNHA_02401	280	236
IABCJNHA_02402	355	686
IABCJNHA_02403	915	1444
IABCJNHA_02404	425	144
IABCJNHA_02405	2760	1567
IABCJNHA_02406	1262	214
IABCJNHA_02407	1695	323
IABCJNHA_02408	1057	204
IABCJNHA_02409	613	157
IABCJNHA_02410	219	238
IABCJNHA_02411	278	267
IABCJNHA_02412	114	124
IABCJNHA_02413	1483	884
IABCJNHA_02414	531	247
IABCJNHA_02415	787	543
IABCJNHA_02416	102	314
IABCJNHA_02417	175	274
IABCJNHA_02418	527	1065
IABCJNHA_02419	1056	2295
IABCJNHA_02420	441	893
IABCJNHA_02421	387	847
IABCJNHA_02422	415	997
IABCJNHA_02423	381	995
IABCJNHA_02424	103	313
IABCJNHA_02425	246	1352
IABCJNHA_02426	119	496
IABCJNHA_02427	463	319
IABCJNHA_02428	858	594
IABCJNHA_02429	241	203
IABCJNHA_02430	355	300
IABCJNHA_02431	6	19
IABCJNHA_02432	306	207
IABCJNHA_02433	81	65
IABCJNHA_02434	87	55
IABCJNHA_02435	64	54
IABCJNHA_02436	34	23
IABCJNHA_02437	47	66
IABCJNHA_02438	63	35
IABCJNHA_02439	137	42
IABCJNHA_02440	3	3
IABCJNHA_02441	94	83
IABCJNHA_02442	97	59
IABCJNHA_02443	42	45
IABCJNHA_02444	93	50
IABCJNHA_02445	350	142
IABCJNHA_02446	109	58
IABCJNHA_02447	54	47
IABCJNHA_02448	50	35
IABCJNHA_02449	120	59
IABCJNHA_02450	90	83
IABCJNHA_02451	140	88
IABCJNHA_02452	43	23
IABCJNHA_02453	2	0
IABCJNHA_02454	1569	453
IABCJNHA_02455	829	553
IABCJNHA_02456	229	244
IABCJNHA_02457	144	103
IABCJNHA_02458	516	300
IABCJNHA_02459	586	397
IABCJNHA_02460	523	259
IABCJNHA_02461	7	7
IABCJNHA_02462	2	8
IABCJNHA_02463	53	15
IABCJNHA_02464	16	16
IABCJNHA_02465	1	0
IABCJNHA_02466	0	0
IABCJNHA_02467	40	118
IABCJNHA_02468	1521	1237
IABCJNHA_02469	1504	939
IABCJNHA_02470	226	104
IABCJNHA_02471	242	129
IABCJNHA_02472	119	89
IABCJNHA_02473	139	96
IABCJNHA_02474	154	134
IABCJNHA_02475	137	90
IABCJNHA_02476	207	37
IABCJNHA_02477	330	125
IABCJNHA_02478	268	110
IABCJNHA_02479	528	213
IABCJNHA_02480	14	32
IABCJNHA_02481	701	1191
IABCJNHA_02482	279	137
IABCJNHA_02483	885	489
IABCJNHA_02484	470	282
IABCJNHA_02485	382	230
IABCJNHA_02486	54	34
IABCJNHA_02487	298	72
IABCJNHA_02488	7	54
IABCJNHA_02489	1618	1100
IABCJNHA_02490	1938	936
IABCJNHA_02491	0	2
IABCJNHA_02492	38	6
IABCJNHA_02493	227	205
IABCJNHA_02494	58	90
IABCJNHA_02495	6	0
IABCJNHA_02496	84	44
IABCJNHA_02497	135	102
IABCJNHA_02498	61	49
IABCJNHA_02499	118	93
IABCJNHA_02500	1	0
IABCJNHA_02501	3	0
IABCJNHA_02502	55	18
IABCJNHA_02503	15	10
IABCJNHA_02504	140	98
IABCJNHA_02505	153	61
IABCJNHA_02506	103	51
IABCJNHA_02507	138	60
IABCJNHA_02508	334	106
IABCJNHA_02509	219	47
IABCJNHA_02510	809	229
IABCJNHA_02511	342	24
IABCJNHA_02512	3105	3244
IABCJNHA_02513	80	126
IABCJNHA_02514	236	88
IABCJNHA_02515	14	7
IABCJNHA_02516	234	163
IABCJNHA_02517	6	24
IABCJNHA_02518	6	10
IABCJNHA_02519	138	100
IABCJNHA_02520	291	410
IABCJNHA_02521	1652	2113
IABCJNHA_02522	17	16
IABCJNHA_02523	4	20
IABCJNHA_02524	24	15
IABCJNHA_02525	27	19
IABCJNHA_02526	7	0
IABCJNHA_02527	30	13
IABCJNHA_02528	64	84
IABCJNHA_02529	36	100
IABCJNHA_02530	83	35
IABCJNHA_02531	124	67
IABCJNHA_02532	6	3
IABCJNHA_02533	144	156
IABCJNHA_02534	109	91
IABCJNHA_02535	76	77
IABCJNHA_02536	0	5
IABCJNHA_02537	4253	2459
IABCJNHA_02538	6278	2953
IABCJNHA_02539	2075	834
IABCJNHA_02540	4675	1869
IABCJNHA_02541	82	36
IABCJNHA_02542	0	0
IABCJNHA_02543	138	106
IABCJNHA_02544	90	44
IABCJNHA_02545	302	256
IABCJNHA_02546	1741	1651
IABCJNHA_02547	231	418
IABCJNHA_02548	272	216
IABCJNHA_02549	248	188
IABCJNHA_02550	246	205
IABCJNHA_02551	213	116
IABCJNHA_02552	20	14
IABCJNHA_02553	1	4
IABCJNHA_02554	322	199
IABCJNHA_02555	78	50
IABCJNHA_02556	1070	818
IABCJNHA_02557	22	19
IABCJNHA_02558	196	172
IABCJNHA_02559	195	61
IABCJNHA_02560	118	38
IABCJNHA_02561	93	29
IABCJNHA_02562	588	249
IABCJNHA_02563	300	124
IABCJNHA_02564	1242	557
IABCJNHA_02565	665	426
IABCJNHA_02566	8	0
IABCJNHA_02567	17	4
IABCJNHA_02568	33	38
IABCJNHA_02569	129	111
IABCJNHA_02570	134	94
IABCJNHA_02571	148	100
IABCJNHA_02572	113	81
IABCJNHA_02573	21	19
IABCJNHA_02574	0	0
IABCJNHA_02575	224	116
IABCJNHA_02576	34	27
IABCJNHA_02577	36	40
IABCJNHA_02578	10	2
IABCJNHA_02579	72	50
IABCJNHA_02580	270	171
IABCJNHA_02581	478	232
IABCJNHA_02582	11	2
IABCJNHA_02583	13	0
IABCJNHA_02584	11	0
IABCJNHA_02585	224	85
IABCJNHA_02586	59	28
IABCJNHA_02587	109	44
IABCJNHA_02588	341	114
IABCJNHA_02589	107	42
IABCJNHA_02590	441	295
IABCJNHA_02591	98	83
IABCJNHA_02592	16	7
IABCJNHA_02593	55	18
IABCJNHA_02594	6	2
IABCJNHA_02595	16	5
IABCJNHA_02596	6	3
IABCJNHA_02597	154	89
IABCJNHA_02598	68	54
IABCJNHA_02599	542	136
IABCJNHA_02600	20	8
IABCJNHA_02601	358	188
IABCJNHA_02602	234	172
IABCJNHA_02603	422	161
IABCJNHA_02604	34	26
IABCJNHA_02605	310	166
IABCJNHA_02606	1584	326
IABCJNHA_02607	44	12
IABCJNHA_02608	38	83
IABCJNHA_02609	1	12
IABCJNHA_02610	5737	3648
IABCJNHA_02611	1747	1032
IABCJNHA_02612	92	93
IABCJNHA_02613	224	202
IABCJNHA_02614	63	58
IABCJNHA_02615	120	144
IABCJNHA_02616	1	1
IABCJNHA_02617	597	391
IABCJNHA_02618	8	4
IABCJNHA_02619	20	222
IABCJNHA_02620	28	26
IABCJNHA_02621	0	2
IABCJNHA_02622	0	0
IABCJNHA_02623	17	11
IABCJNHA_02624	103	41
IABCJNHA_02625	10	3
IABCJNHA_02626	6	4
IABCJNHA_02627	1	1
IABCJNHA_02628	0	0
IABCJNHA_02629	2	10
IABCJNHA_02630	18	5
IABCJNHA_02631	168	84
IABCJNHA_02632	154	111
IABCJNHA_02633	28	14
IABCJNHA_02634	62	34
IABCJNHA_02635	0	5
IABCJNHA_02636	78	252
IABCJNHA_02637	880	161
IABCJNHA_02638	1117	229
IABCJNHA_02639	106	84
IABCJNHA_02640	228	168
IABCJNHA_02641	9	11
IABCJNHA_02642	26	6
IABCJNHA_02643	31	18
IABCJNHA_02644	51	13
IABCJNHA_02645	53	25
IABCJNHA_02646	21	21
IABCJNHA_02647	23	24
IABCJNHA_02648	40	17
IABCJNHA_02649	40	10
IABCJNHA_02650	7	8
IABCJNHA_02651	3	0
IABCJNHA_02652	1	3
IABCJNHA_02653	50	39
IABCJNHA_02654	281	147
IABCJNHA_02655	2	0
IABCJNHA_02656	0	0
IABCJNHA_02657	0	0
IABCJNHA_02658	38	23
IABCJNHA_02659	668	364
IABCJNHA_02660	221	55
IABCJNHA_02661	0	2
IABCJNHA_02662	137	64
IABCJNHA_02663	59	10
IABCJNHA_02664	8	20
IABCJNHA_02665	113	72
IABCJNHA_02666	354	60
IABCJNHA_02667	30	10
IABCJNHA_02668	22	20
IABCJNHA_02669	4	2
IABCJNHA_02670	0	0
IABCJNHA_02671	4	2
IABCJNHA_02672	0	2
IABCJNHA_02673	4	0
IABCJNHA_02674	484	130
IABCJNHA_02675	0	0
IABCJNHA_02676	0	1
IABCJNHA_02677	7	8
IABCJNHA_02678	71	51
IABCJNHA_02679	17	18
IABCJNHA_02680	0	4
IABCJNHA_02681	133	636
IABCJNHA_02682	12	23
IABCJNHA_02683	30	11
IABCJNHA_02684	19	14
IABCJNHA_02685	2	2
IABCJNHA_02686	3	3
IABCJNHA_02687	10	7
IABCJNHA_02688	0	4
IABCJNHA_02689	430	189
IABCJNHA_02690	4	4
IABCJNHA_02691	143	95
IABCJNHA_02692	0	6
IABCJNHA_02693	2	0
IABCJNHA_02694	2	0
IABCJNHA_02695	26	14
IABCJNHA_02696	30	25
IABCJNHA_02697	189	36
IABCJNHA_02698	87	23
IABCJNHA_02699	210	87
IABCJNHA_02700	5	7
IABCJNHA_02701	11	8
IABCJNHA_02702	21	7
IABCJNHA_02703	26	3
IABCJNHA_02704	0	2
IABCJNHA_02705	0	0
IABCJNHA_02706	12	15
IABCJNHA_02707	188	92
IABCJNHA_02708	0	1
IABCJNHA_02709	585	238
IABCJNHA_02710	25	16
IABCJNHA_02711	28	33
IABCJNHA_02712	33	38
IABCJNHA_02713	18	14
IABCJNHA_02714	10	9
IABCJNHA_02715	50	26
IABCJNHA_02716	16	8
IABCJNHA_02717	21	11
IABCJNHA_02718	42	8
IABCJNHA_02719	49	10
IABCJNHA_02720	62	12
IABCJNHA_02721	150	70
IABCJNHA_02722	112	28
IABCJNHA_02723	4	0
IABCJNHA_02724	8	0
IABCJNHA_02725	0	0
IABCJNHA_02726	90	52
IABCJNHA_02727	48	14
IABCJNHA_02728	292	64
IABCJNHA_02729	142	51
IABCJNHA_02730	57	30
IABCJNHA_02731	41	23
IABCJNHA_02732	0	0
IABCJNHA_02733	0	2
IABCJNHA_02734	1	1
IABCJNHA_02735	3	0
IABCJNHA_02736	0	0
IABCJNHA_02737	0	0
IABCJNHA_02738	10	6
IABCJNHA_02739	3	1
IABCJNHA_02740	3	1
IABCJNHA_02741	2	0
IABCJNHA_02742	0	2
IABCJNHA_02743	1	0
IABCJNHA_02744	3	4
IABCJNHA_02745	5	0
IABCJNHA_02746	30	8
IABCJNHA_02747	0	0
IABCJNHA_02748	0	2
IABCJNHA_02749	2	0
IABCJNHA_02750	0	0
IABCJNHA_02751	0	0
IABCJNHA_02752	0	0
IABCJNHA_02753	0	0
IABCJNHA_02754	0	0
IABCJNHA_02755	0	0
IABCJNHA_02756	6	2
IABCJNHA_02757	2	0
IABCJNHA_02758	0	0
IABCJNHA_02759	0	0
IABCJNHA_02760	2	0
IABCJNHA_02761	3	0
IABCJNHA_02762	3	0
IABCJNHA_02763	0	0
IABCJNHA_02764	0	0
IABCJNHA_02765	0	0
IABCJNHA_02766	73	11
IABCJNHA_02767	7	4
IABCJNHA_02768	8	2
IABCJNHA_02769	4	0
IABCJNHA_02770	36	36
IABCJNHA_02771	0	0
IABCJNHA_02772	17	2
IABCJNHA_02773	3	5
IABCJNHA_02774	199	122
IABCJNHA_02775	366	168
IABCJNHA_02776	270	204
IABCJNHA_02777	2	2
IABCJNHA_02778	2	10
IABCJNHA_02779	4	6
IABCJNHA_02780	77	20
IABCJNHA_02781	2	0
