Geneid,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238
FGBKPADF_02219,5.48,17.04,18.27,10.31,12.14,34.85,43.16,49.2,37.04,17.81,27.56,27.65
FGBKPADF_02220,863.15,766.76,670.7,759.94,988.92,672.73,495.17,692.38,1014.6,705.45,671.67,864.78
FGBKPADF_02221,116.71,98.18,168.33,265.1,28.84,360.61,589.89,778.02,268.14,56.81,76.89,87.55
FGBKPADF_02222,11.75,16.23,30.01,36.82,11.38,12.88,31.17,21.86,11.27,19.5,27.56,36.86
FGBKPADF_02223,5067.68,5167.74,6844.04,6418.26,5453.09,4412.13,5159.12,4903.15,4403.03,4980.56,5675.12,5048.89
FGBKPADF_02224,75.19,86.01,129.18,135.49,53.89,65.91,79.13,120.26,41.87,93.27,111.7,115.2
FGBKPADF_02225,2126.55,2188.32,2523.62,2419.73,2135.7,2253.79,2266.03,1904.05,1931.76,2308.83,2503.9,2159.64
FGBKPADF_02226,239.68,219.07,212.69,184.09,233.0,218.94,249.38,114.79,189.23,248.43,281.43,207.36
FGBKPADF_02227,21.93,14.6,13.05,39.76,15.18,77.27,91.12,116.61,61.2,16.11,11.61,27.65
FGBKPADF_02228,126.89,115.22,146.15,192.93,147.24,104.55,100.71,120.26,108.71,111.07,133.46,196.61
FGBKPADF_02229,816.94,796.78,820.76,729.01,854.58,806.06,850.06,677.8,795.57,956.43,892.18,663.56
FGBKPADF_02230,240.46,237.74,275.33,210.6,323.31,304.55,214.61,202.25,288.27,362.05,319.15,201.22
FGBKPADF_02231,29.76,30.83,46.98,41.24,33.39,54.55,47.96,41.91,40.26,41.55,40.62,43.01
FGBKPADF_02232,1763.12,771.63,549.35,377.02,1813.14,909.85,647.44,349.83,1790.04,853.83,500.49,328.71
FGBKPADF_02233,540.45,350.52,238.79,231.22,514.57,306.82,193.03,133.01,544.34,293.37,220.51,235.01
FGBKPADF_02234,437.84,393.52,274.02,185.57,618.55,341.67,315.33,216.82,492.0,379.01,224.86,178.18
FGBKPADF_02235,574.91,531.46,392.77,128.13,629.17,460.61,318.92,149.41,480.73,483.3,287.24,115.2
FGBKPADF_02236,1102.83,1021.54,1015.19,1058.91,1214.33,896.97,822.49,768.91,1129.75,1091.25,1027.09,979.98
FGBKPADF_02237,701.02,328.61,195.73,163.48,660.29,341.67,157.06,149.41,580.58,351.88,156.68,150.53
FGBKPADF_02238,415.13,150.11,32.62,50.07,431.85,169.7,51.56,36.44,361.55,156.01,40.62,27.65
FGBKPADF_02239,292.16,277.5,408.42,511.05,331.66,289.39,305.73,318.86,293.11,332.38,298.84,413.19
FGBKPADF_02240,156.65,104.67,125.27,172.31,166.21,150.0,100.71,147.59,154.61,150.93,118.96,165.89
FGBKPADF_02241,243.59,184.19,234.88,298.97,273.22,228.03,169.05,173.1,310.82,293.37,192.94,274.95
FGBKPADF_02242,530.27,459.25,388.85,546.39,554.8,401.52,453.21,455.51,472.67,578.27,490.33,542.21
FGBKPADF_02243,1040.95,860.07,836.42,1086.89,1159.68,786.36,900.42,818.1,1057.28,1018.33,950.2,1107.47
FGBKPADF_02244,395.55,309.95,417.56,294.55,533.55,386.36,375.27,222.29,489.58,461.26,407.65,207.36
FGBKPADF_02245,1344.86,1230.88,1868.57,2148.75,1353.98,1238.64,1491.5,1709.09,1236.04,1408.36,1868.49,1907.73
FGBKPADF_02246,1119.28,936.34,1359.67,1852.72,1022.31,934.85,1224.14,1455.82,881.73,1103.97,1455.05,1582.1
FGBKPADF_02247,13.32,125.77,266.19,351.99,20.49,140.91,254.18,304.28,26.57,158.56,287.24,273.41
FGBKPADF_02248,69.71,292.1,621.12,671.58,68.31,347.73,670.22,610.39,71.67,356.12,832.7,721.93
FGBKPADF_02249,44.65,241.79,579.36,491.9,45.54,340.15,595.88,533.86,39.46,372.23,734.05,566.79
FGBKPADF_02250,26248.57,32371.17,42194.23,35001.44,25955.51,30681.87,39293.46,33518.5,25940.69,31244.25,43493.27,32010.62
FGBKPADF_02251,1770.95,2092.57,3420.06,5328.42,1617.33,1861.37,3590.88,5249.34,1564.57,2061.24,3792.12,4783.16
FGBKPADF_02252,2691.28,3420.82,7077.61,12427.09,3009.26,3600.01,7646.96,12805.39,2638.76,3957.15,8297.97,12051.6
FGBKPADF_02253,30062.25,15541.34,48735.53,40384.35,27837.72,15846.24,47712.55,42370.04,14595.71,35743.2,27622.67,68958.0
FGBKPADF_02254,105.74,1781.81,9295.88,20917.51,76.65,2537.88,10068.85,21119.42,176.35,2651.38,10762.7,21728.51
FGBKPADF_02255,248.29,232.87,202.25,260.68,327.87,343.94,311.73,610.39,483.14,258.61,179.89,360.96
FGBKPADF_02256,1911.15,15560.0,45884.39,81531.58,2109.9,18800.03,45715.08,86573.06,2126.63,20355.52,52597.83,80166.32
FGBKPADF_02257,7170.73,37024.49,96010.92,171563.9,6833.63,40206.13,95693.66,177061.71,7076.42,43766.88,108641.06,165911.46
FGBKPADF_02258,10038.24,75706.64,197938.11,374999.63,9577.25,79203.16,207319.08,380803.74,9932.59,88927.7,227819.96,360088.72
FGBKPADF_02259,1309.61,13102.31,34713.42,60281.24,1360.81,13655.33,34719.44,59211.28,1572.63,14940.84,38222.9,58310.32
FGBKPADF_02260,964.97,1201.67,1826.82,2848.3,916.06,1245.46,1917.13,2769.52,828.59,1346.46,1949.73,2356.25
FGBKPADF_02261,228.71,561.48,857.3,941.09,277.02,676.52,838.07,954.76,223.05,702.91,871.87,840.2
FGBKPADF_02262,1895.49,1970.05,2271.78,1954.34,1946.72,1806.06,2143.74,1858.49,1863.32,1825.53,2367.53,1883.16
FGBKPADF_02263,2553.42,2770.89,2875.93,3908.69,2774.74,2490.91,2692.86,3299.74,2609.77,2704.8,2773.73,3846.19
FGBKPADF_02264,40.73,43.0,41.76,76.58,40.98,55.3,58.75,85.64,38.65,52.57,42.07,64.51
FGBKPADF_02265,13.32,21.91,30.01,36.82,18.21,56.06,71.94,67.42,38.65,26.28,40.62,36.86
FGBKPADF_02266,46.21,142.8,187.9,248.9,50.85,151.52,161.86,224.11,47.51,167.88,226.31,370.18
FGBKPADF_02267,71.28,196.36,280.55,390.28,73.62,157.58,223.01,395.39,69.25,233.17,307.55,470.02
FGBKPADF_02268,701.8,700.23,966.91,1843.89,875.83,703.03,985.54,1993.33,740.82,646.1,990.82,1704.98
FGBKPADF_02269,187.98,253.15,356.23,337.26,249.7,299.24,276.96,344.37,214.19,292.53,348.17,347.14
FGBKPADF_02270,181.72,245.85,251.84,368.19,69.82,662.12,781.72,889.16,559.64,141.6,146.52,235.01
FGBKPADF_02271,939.13,1083.2,1411.87,1902.8,999.54,918.94,1118.63,1328.28,806.04,1003.91,1336.09,1628.18
FGBKPADF_02272,385.36,390.28,540.22,670.1,296.75,344.7,432.82,466.45,273.78,349.33,554.17,566.79
FGBKPADF_02273,5347.31,5982.37,8875.72,7603.82,5774.13,5850.01,8507.81,6732.49,5461.92,5896.29,8718.67,6799.95
FGBKPADF_02274,10784.69,12785.87,14854.62,6194.4,11329.68,14666.69,17085.16,6430.03,11166.21,14305.76,16685.89,6050.38
FGBKPADF_02275,12856.41,13634.58,12680.71,5721.64,12487.09,14828.06,15351.46,6681.47,12047.14,14754.3,13991.95,5130.3
FGBKPADF_02276,9750.01,9389.39,8122.81,3857.14,9787.49,9749.26,9369.86,3939.28,9447.03,9384.55,8805.72,3442.22
FGBKPADF_02277,8379.3,7637.6,9456.38,3300.44,7751.97,9203.8,11355.33,3520.21,7905.81,8958.06,11609.91,3115.04
FGBKPADF_02278,7195.8,7406.36,7536.92,2643.59,6353.21,7992.44,10197.14,3430.93,6421.76,7992.3,9467.23,2663.46
FGBKPADF_02279,6448.57,6218.48,4398.71,1861.56,6570.27,5924.25,5052.41,1896.76,5716.37,6338.9,4732.17,1815.57
FGBKPADF_02280,221.66,193.11,105.69,63.33,230.72,133.33,105.51,40.09,187.62,140.75,91.39,50.69
FGBKPADF_02281,311.74,225.57,144.84,76.58,340.77,172.73,134.28,80.17,289.08,218.76,114.6,56.83
FGBKPADF_02282,577.26,418.68,249.23,147.28,722.53,346.97,201.43,134.83,596.68,401.06,214.7,133.63
FGBKPADF_02283,702.58,417.05,245.32,159.06,957.8,324.24,240.99,176.74,713.44,451.93,277.08,142.85
FGBKPADF_02284,133.15,81.95,40.45,48.6,168.49,48.48,35.97,41.91,144.94,64.44,47.87,41.47
FGBKPADF_02285,2848.71,1715.28,1207.0,1128.13,3630.84,1456.06,989.14,985.73,2684.66,1839.94,1198.27,1081.36
FGBKPADF_02286,1192.9,699.42,502.37,486.01,1305.4,533.33,440.02,431.83,1023.46,632.53,470.02,483.85
FGBKPADF_02287,20.36,11.36,14.35,14.73,22.77,10.61,10.79,10.93,12.08,11.87,7.25,7.68
FGBKPADF_02288,1382.45,925.79,565.01,696.61,1551.3,652.27,449.61,510.18,1312.54,836.88,623.8,678.92
FGBKPADF_02289,711.2,503.06,352.31,453.61,784.0,412.12,282.95,424.54,638.55,462.11,301.74,462.34
FGBKPADF_02290,714.33,726.19,558.48,1054.49,728.6,672.73,549.12,697.85,645.8,792.79,687.63,1022.99
FGBKPADF_02291,85.38,89.25,49.59,38.29,98.66,76.52,62.35,54.66,63.61,99.2,42.07,58.37
FGBKPADF_02292,36.81,33.27,22.18,25.04,39.47,24.24,23.98,18.22,33.82,28.83,29.01,27.65
FGBKPADF_02293,403.38,402.45,323.61,288.66,469.79,313.64,229.0,185.85,411.48,362.9,295.94,271.88
FGBKPADF_02294,4658.04,5937.74,6536.09,5786.45,4326.8,5552.28,6642.23,5446.12,4105.9,6033.65,6256.85,6159.43
FGBKPADF_02295,6078.09,9143.54,10368.48,7911.63,6594.56,8843.95,9534.12,7433.98,6210.79,9436.27,10059.12,9142.38
FGBKPADF_02296,155.87,155.79,193.12,120.77,160.9,733.33,978.35,971.15,639.36,181.45,184.24,95.23
FGBKPADF_02297,5485.16,5154.75,7077.61,6288.65,4839.1,4966.67,6439.61,6592.19,4693.72,5297.68,6634.03,6159.43
FGBKPADF_02298,12911.24,12709.6,17480.02,17313.68,11478.44,12249.26,16285.45,18517.53,11085.69,14083.61,17231.35,16624.32
FGBKPADF_02299,14117.46,9778.86,8574.29,3718.7,13897.99,10043.96,8778.77,4236.27,13797.72,9809.35,8461.9,3267.11
FGBKPADF_02300,9815.8,6958.47,6622.21,3374.08,11001.05,7643.95,6131.47,3649.57,11150.11,7546.31,6362.75,3328.55
FGBKPADF_02301,1543.8,2003.32,3202.15,3512.51,1521.71,2139.4,3149.66,3842.71,1488.88,2139.25,3264.06,3373.1
FGBKPADF_02302,1980.08,3962.01,6883.18,8366.71,1851.85,4327.28,7560.63,9436.42,1755.42,4772.83,7693.03,8888.94
FGBKPADF_02303,42751.05,39999.85,49064.36,50503.63,40101.67,37834.15,46339.74,49091.59,39479.12,41071.4,49735.61,52588.65
FGBKPADF_02304,4393.3,4377.44,5539.17,2880.7,4124.92,4646.22,5770.59,2856.98,4192.06,4827.94,5264.57,2923.04
FGBKPADF_02305,8380.09,9374.79,9670.38,8814.42,7783.84,8711.38,9106.09,9562.14,7544.26,9255.67,9522.36,8282.21
FGBKPADF_02306,5155.41,7533.75,7110.23,5536.08,5027.32,6965.92,6859.24,6114.81,5064.94,7737.93,7276.68,6091.85
FGBKPADF_02307,1539.1,2297.04,2086.48,1842.41,1398.0,2076.52,2090.98,1767.39,1475.19,2314.77,2265.98,1724.95
FGBKPADF_02308,7607.01,5541.79,4826.71,4219.44,7257.89,5004.55,4711.91,4006.7,6987.84,5562.22,4978.78,4297.78
FGBKPADF_02309,2077.2,1407.76,1079.13,985.27,2089.4,1184.09,1221.74,949.29,1982.49,1421.93,1189.57,998.41
FGBKPADF_02310,1754.5,1165.15,797.27,776.14,1706.13,877.27,817.69,799.88,1587.12,1044.61,844.3,835.59
FGBKPADF_02311,231.84,540.38,712.46,1231.22,166.21,507.58,1352.43,2355.92,335.78,421.41,861.71,1113.61
FGBKPADF_02312,358.73,805.71,1176.99,1998.53,295.23,730.3,2017.85,3381.73,242.38,701.21,1489.86,1910.81
FGBKPADF_02313,6758.74,6056.21,6472.15,7807.06,6788.85,6106.07,8524.59,10768.34,6680.24,5393.49,6961.88,7034.96
FGBKPADF_02314,6732.11,5882.57,6926.24,8544.91,6907.25,5964.4,8323.17,9737.05,6729.36,5687.71,7523.3,7554.14
FGBKPADF_02315,722.16,1868.63,2928.12,2552.28,745.29,1782.58,3269.56,2594.6,522.6,2185.88,3246.65,3300.9
FGBKPADF_02316,5618.32,7064.76,8852.23,9023.56,5967.66,6617.44,8910.66,7995.17,5348.38,7460.67,9615.2,9759.86
FGBKPADF_02317,6826.1,9957.36,13089.14,12877.75,7239.67,10192.44,13608.18,13774.73,6393.58,11307.59,14779.67,14335.66
FGBKPADF_02318,33.68,144.43,225.74,288.66,28.84,168.18,288.95,300.64,41.07,162.8,322.05,313.35
FGBKPADF_02319,137.07,835.73,1464.06,1556.7,172.28,864.4,1638.98,1756.46,135.28,913.19,1737.93,1958.42
FGBKPADF_02320,14188.73,18175.11,23826.9,29792.31,13548.87,17697.0,23141.09,29540.96,13240.5,19354.15,26351.86,29529.95
FGBKPADF_02321,11252.3,12382.61,14447.5,18933.71,10690.64,11496.99,14352.73,17677.56,10349.7,12798.19,15742.94,17567.44
FGBKPADF_02322,8864.92,11309.95,13159.6,17449.17,8202.03,10765.17,13087.83,17123.66,7809.99,11795.13,13431.98,17518.29
FGBKPADF_02323,14982.96,13608.61,14233.51,17615.59,14167.42,12635.63,13792.82,17978.2,13637.48,13572.33,15177.17,17157.32
FGBKPADF_02324,56.39,112.78,437.13,620.03,44.78,256.06,631.85,739.75,105.49,189.08,497.59,694.28
FGBKPADF_02325,46.21,129.01,433.22,646.54,32.64,290.15,864.45,996.66,114.34,230.63,618.0,751.11
FGBKPADF_02326,91.64,725.38,1993.84,2002.94,75.9,825.0,2016.65,2186.46,73.28,901.32,2186.2,2032.15
FGBKPADF_02327,4174.77,12811.02,25206.14,28189.96,3499.54,13721.24,25608.55,29779.64,3166.99,14529.61,27040.94,28156.75
FGBKPADF_02328,3731.44,11765.14,21318.94,21787.9,3219.49,12454.57,22611.16,23417.03,2961.66,13330.68,24056.87,23459.6
FGBKPADF_02329,32251.46,31755.33,45191.51,52045.6,30710.36,30595.51,45900.92,54344.57,28668.83,33678.57,48253.0,51749.99
FGBKPADF_02330,8860.22,7657.89,9855.67,10458.02,8510.92,7065.92,9059.33,9416.37,8627.3,7590.4,10455.15,10664.57
FGBKPADF_02331,6116.47,7829.09,18119.4,20128.11,6410.14,8513.65,20316.35,19519.66,5788.04,8978.41,20476.55,19303.14
FGBKPADF_02332,3397.78,7359.3,17801.02,20268.02,3038.1,8128.8,21132.84,22373.0,3014.8,8679.1,20692.71,18799.33
FGBKPADF_02333,5282.3,6611.2,11807.75,13387.32,4644.81,6356.07,12973.93,14933.55,4530.26,6974.82,13624.92,13652.13
FGBKPADF_02334,4147.36,5033.86,8712.61,10113.39,3595.93,4772.74,9440.6,10575.2,3605.85,5213.73,10005.44,10085.49
FGBKPADF_02335,28762.83,34620.34,61713.75,70976.37,24981.77,34578.09,66440.28,77519.27,24533.13,37797.66,68303.05,69987.13
FGBKPADF_02336,4838.97,6011.58,10429.81,11531.65,4591.68,6567.44,10794.22,13497.77,4255.67,7114.72,11412.61,11844.24
FGBKPADF_02337,5485.16,6544.66,11484.15,13293.07,4877.8,7058.35,12756.92,16083.27,4711.44,7945.67,13175.21,13907.11
FGBKPADF_02338,12038.69,15523.49,27076.02,30921.91,10885.69,16353.82,30060.28,37197.22,10286.09,17914.42,29894.46,31674.23
FGBKPADF_02339,3335.9,4911.34,8390.3,9357.87,3258.19,5183.34,9204.4,11262.11,3046.21,5763.17,9430.96,10079.35
FGBKPADF_02340,13198.69,36287.75,81203.27,99826.12,13151.17,40321.28,92980.42,107747.14,12414.33,43758.4,94047.07,101343.4
FGBKPADF_02341,13532.36,18854.24,32600.83,36108.95,13079.07,19351.55,35767.33,38423.47,12342.66,20729.45,35614.55,35334.56
FGBKPADF_02342,9313.73,13401.71,22493.32,23441.8,9695.65,14535.63,24408.39,24466.54,9232.84,15774.32,25311.72,24789.8
FGBKPADF_02343,5932.4,9421.04,15047.74,16072.15,5901.64,10056.84,18521.51,16476.83,5526.34,11212.62,17884.16,17366.22
FGBKPADF_02344,2189.21,3900.35,6572.62,7646.53,2137.98,4521.22,7648.16,7308.26,2083.95,5131.49,7722.05,8308.32
FGBKPADF_02345,4075.3,8168.25,13334.45,14587.61,4148.45,8971.23,14433.06,15163.13,4050.34,10023.87,15428.14,15635.13
FGBKPADF_02346,7542.0,10772.0,16417.86,17656.83,7141.01,11223.5,16104.41,17473.49,7115.07,11834.13,17865.3,16787.14
FGBKPADF_02347,9380.31,13632.14,18723.56,20675.97,9196.26,13997.75,18918.36,20272.17,9017.04,15587.78,20103.72,20998.9
FGBKPADF_02348,24538.71,27794.13,32593.0,35318.08,21863.22,26606.86,32894.62,33513.03,22133.53,29680.72,35872.77,33899.92
FGBKPADF_02349,20378.04,21591.06,22160.58,22173.76,18501.05,20153.06,20762.36,20758.66,19056.72,22780.52,23183.55,21989.64
FGBKPADF_02350,7507.54,7111.82,11043.1,4530.19,7192.62,7464.41,10314.64,4434.88,6889.6,7644.66,11080.4,4520.5
FGBKPADF_02351,7110.42,6782.4,10055.32,4170.84,6794.93,7043.19,10071.25,3957.5,6614.21,7868.51,10571.21,4449.84
FGBKPADF_02352,5190.66,4986.8,7569.54,3360.82,5238.31,5485.62,6884.42,3101.14,5001.32,5924.27,7861.31,3495.98
FGBKPADF_02353,6329.51,6085.42,9117.12,4111.93,6198.39,6606.83,8476.64,3724.28,5804.95,6675.51,8757.84,3767.85
FGBKPADF_02354,5812.56,5635.1,8267.65,3608.24,5633.72,6077.28,7771.65,3840.89,5497.35,6195.6,8395.17,3606.57
FGBKPADF_02355,22785.78,21737.92,29503.08,14010.3,22462.79,22923.52,27289.49,13257.26,20680.88,24375.41,29431.69,13120.67
FGBKPADF_02356,8627.6,7969.46,9096.24,4307.8,7910.59,7880.32,8341.15,3968.43,7292.22,8725.73,9033.47,4357.68
FGBKPADF_02357,7769.93,7523.2,8133.25,3854.19,7632.05,7511.38,7197.35,3184.95,6686.68,8305.18,8295.07,4071.98
FGBKPADF_02358,8574.33,8757.32,8901.81,4359.35,8038.09,8243.2,8269.22,4108.73,7266.45,9421.86,9351.18,4777.02
FGBKPADF_02359,18632.94,18117.5,18459.97,9303.38,17496.95,17948.51,16814.19,9299.76,15892.95,20175.77,18565.99,10848.9
FGBKPADF_02360,10744.74,10259.2,9821.74,5276.87,9481.63,9741.68,9417.82,4948.7,8849.55,10842.94,10365.21,5909.06
FGBKPADF_02361,5077.08,4694.7,4150.79,2621.5,4293.41,4416.67,4524.87,2375.96,3783.0,5136.58,4550.83,2738.72
FGBKPADF_02362,2254.22,2188.32,1785.06,1243.0,2006.68,2028.79,1915.94,991.2,1749.78,2327.48,2128.17,1301.01
FGBKPADF_02363,6101.59,5721.91,5125.52,3272.46,5213.26,5361.37,5123.15,3004.57,4739.62,6281.24,5575.02,3537.45
FGBKPADF_02364,7502.05,7188.91,7033.24,4234.16,6528.53,6865.16,6686.59,4536.91,6074.7,7372.49,7106.95,4191.79
FGBKPADF_02365,5362.97,5029.8,5930.63,4044.18,5118.39,5259.86,5398.91,3740.68,4879.73,5574.94,6190.11,3440.68
FGBKPADF_02366,14475.41,14058.12,14320.93,8882.17,14615.96,14547.75,13596.19,8929.88,14234.97,15600.5,15036.45,8552.55
FGBKPADF_02367,11000.87,9893.26,8443.8,5615.61,9457.34,9381.83,10522.06,7403.0,9558.96,10395.25,9475.94,5915.21
FGBKPADF_02368,3253.66,2658.92,2504.04,1667.16,3151.18,3171.98,2726.43,2064.39,3057.48,3331.4,2666.38,1663.51
FGBKPADF_02369,8177.22,7188.09,7423.4,4603.82,9631.14,9130.32,6595.47,4759.2,9219.96,9443.06,7526.2,4612.66
FGBKPADF_02370,4101.93,3297.48,2659.32,1858.61,3456.28,3110.61,3384.66,2745.83,3458.49,3504.37,3137.85,2131.99
FGBKPADF_02371,14975.91,12281.18,8871.8,7086.89,12039.31,10575.02,11545.97,8416.07,11785.44,12098.68,10282.52,7230.04
FGBKPADF_02372,7832.59,5970.2,4560.52,3637.7,6256.83,5439.4,5330.57,3864.58,6018.34,6405.88,5093.39,3795.5
FGBKPADF_02373,4338.47,2778.2,2059.08,1745.21,3393.29,2531.82,2877.5,1823.88,3092.91,3084.66,2564.83,1637.4
FGBKPADF_02374,13970.99,10750.9,8135.85,5986.74,13242.25,10485.62,9407.03,6246.0,12031.84,11858.72,8799.91,6294.6
FGBKPADF_02375,7256.11,5108.5,4407.85,2852.72,6482.99,5140.16,4745.48,3372.62,5878.22,6017.54,4491.35,3247.14
FGBKPADF_02376,10423.61,7459.91,6229.44,4129.6,10240.58,7952.29,6358.08,4932.3,9156.34,8755.41,6562.94,4615.73
FGBKPADF_02377,17270.86,12117.28,9572.52,6951.39,15786.27,11607.6,10121.61,7774.7,14912.17,12820.24,9583.29,7124.05
FGBKPADF_02378,2264.4,1608.98,1501.9,1287.19,2502.28,1785.61,1232.53,1020.35,2334.38,1995.96,1501.47,1196.56
FGBKPADF_02379,4103.49,2722.21,2290.04,1855.67,3757.59,2690.16,2131.75,1860.32,3625.17,3175.38,2309.51,1794.07
FGBKPADF_02380,2218.97,1570.85,1231.8,1097.2,2117.48,1450.0,1216.94,960.22,2019.53,1733.11,1410.08,1033.74
FGBKPADF_02381,8357.37,10772.0,15179.53,12587.62,8838.79,10318.96,14006.23,12244.2,7702.08,10970.97,15181.52,10719.87
FGBKPADF_02382,18301.62,22538.76,29941.51,23913.08,19037.63,22176.55,27693.54,24564.93,17272.32,23304.52,29660.9,22187.78
FGBKPADF_02383,7999.42,10014.97,11818.19,9405.0,8261.99,9368.96,11481.23,10362.02,7670.68,9894.99,12085.74,9386.61
FGBKPADF_02384,6590.34,8338.64,10098.38,8989.68,6513.35,7774.26,10192.34,9656.88,6226.09,8870.72,11136.98,8976.49
FGBKPADF_02385,2958.37,6635.54,8390.3,9053.01,2759.56,6734.86,8801.55,10425.79,2540.52,7263.95,9095.85,8408.16
FGBKPADF_02386,12079.42,13786.31,15062.1,17519.87,12154.67,12961.39,15660.79,18041.98,10989.86,14217.58,15828.53,16367.81
FGBKPADF_02387,1540.67,2366.01,2716.74,3353.46,1448.09,2248.49,2896.68,3531.14,1318.98,2179.95,2891.23,3164.2
FGBKPADF_02388,33782.73,32226.74,36313.18,15057.42,34246.33,32953.84,38202.41,16987.01,35829.79,33538.66,39617.01,14650.54
FGBKPADF_02389,50907.12,46252.41,53712.3,21438.86,50965.35,48186.44,56871.39,25685.49,53481.38,50625.53,59529.25,22700.81
FGBKPADF_02390,875.68,1384.23,2035.59,2117.82,879.63,1437.88,2421.9,2390.53,825.37,1544.02,2461.83,2304.03
FGBKPADF_02391,4631.41,7042.86,9289.36,10307.8,4340.46,6740.16,11096.36,11167.37,4206.55,7102.01,10262.21,11179.14
FGBKPADF_02392,2274.58,3355.9,4749.72,5097.2,2213.11,3652.28,5014.04,5242.05,2030.0,3885.92,5154.32,5233.21
FGBKPADF_02393,3816.04,5494.73,7094.57,7868.92,4246.35,5546.22,6572.69,7393.89,3889.29,6034.5,7465.27,7908.96
FGBKPADF_02394,14675.14,14422.44,17515.25,16780.54,13550.38,13159.11,16319.02,17482.6,13669.69,14402.42,18455.73,16578.24
FGBKPADF_02395,3896.71,5540.16,7215.92,7025.03,3829.69,6126.53,7522.26,7016.73,3506.0,5814.89,7307.15,6511.18
FGBKPADF_02396,3773.74,5071.18,7418.18,6332.84,3896.48,5872.74,6811.28,5861.55,3791.05,5879.33,7466.72,6117.96
FGBKPADF_02397,1856.32,2428.49,3345.68,2466.86,1810.87,2727.28,3359.48,2505.32,1827.89,2742.11,3532.44,2661.92
FGBKPADF_02398,5672.36,5253.74,6046.76,5298.96,5282.33,4900.77,5650.69,4934.12,5169.62,5163.71,6251.04,5038.14
FGBKPADF_02399,8922.88,7841.26,8836.57,8458.02,8337.12,7359.1,8064.19,7397.54,8162.68,7651.44,9137.92,7888.99
FGBKPADF_02400,18311.81,11631.26,9795.65,10374.07,17019.57,11434.11,9727.15,10444.01,16568.54,11489.89,10182.42,10916.48
FGBKPADF_02401,5859.56,3412.7,2925.52,3394.69,5169.24,3152.28,3017.78,3210.46,5119.69,3450.1,3172.67,3571.24
FGBKPADF_02402,2649.76,3112.49,3960.28,4279.82,2789.92,2669.7,2805.56,3203.17,2352.9,2811.63,3660.1,3717.16
FGBKPADF_02403,5159.33,7919.16,12456.27,11119.28,5166.97,8150.01,10633.56,10192.57,5027.09,8812.22,13237.59,10618.49
FGBKPADF_02404,15188.17,24721.4,34080.55,31173.75,15786.27,24949.28,32428.23,31583.48,14058.62,27208.25,35228.66,31204.21
FGBKPADF_02405,5463.23,4070.74,3610.57,3789.39,5724.8,3569.7,4255.1,4436.7,4982.8,4047.87,4115.62,3944.49
FGBKPADF_02406,7908.56,6466.77,8490.78,8419.73,8297.66,6329.56,8699.64,9780.78,7749.59,6901.05,10253.51,8317.54
FGBKPADF_02407,10005.35,3487.35,4760.16,4739.32,11191.55,3281.82,5472.05,5385.99,9241.7,3646.82,5197.84,4220.98
FGBKPADF_02408,14520.05,4648.45,6968.0,7241.52,14693.37,4583.34,8226.05,8188.31,12246.84,4984.8,7476.88,6603.34
FGBKPADF_02409,13151.7,4206.24,5995.87,6365.24,12005.15,4040.92,7404.77,7452.2,9951.11,4783.85,7066.33,6277.71
FGBKPADF_02410,8521.07,3157.93,4304.76,4642.12,7572.1,3081.07,5458.86,5797.77,6249.44,3793.5,5344.36,4913.72
FGBKPADF_02411,4154.4,5662.68,7369.9,8213.54,4238.01,5965.92,9120.48,10239.94,4054.36,6169.32,8358.9,8409.7
FGBKPADF_02412,4540.55,5768.97,7003.23,7555.22,4918.03,5852.28,7325.64,8171.91,4799.21,5780.98,7424.65,7101.01
FGBKPADF_02413,2518.18,3277.2,4299.54,4488.95,2573.62,3376.52,4518.87,4225.34,2639.56,3401.77,4482.65,4287.03
FGBKPADF_02414,18732.42,18258.68,20887.03,20123.69,18735.57,17908.36,20144.9,20481.7,18413.34,18747.91,21103.25,19670.25
FGBKPADF_02415,5672.36,5374.64,5828.85,5787.92,5859.89,5140.16,5740.61,5495.31,5793.67,5403.66,6045.04,5434.43
FGBKPADF_02416,3839.53,3655.31,4998.95,5459.49,3609.59,3540.92,4563.24,5118.15,3491.5,3835.9,5606.93,4939.83
FGBKPADF_02417,1774.86,2387.11,6203.34,5982.32,1676.53,2660.61,6579.88,5715.78,1488.08,2672.58,6580.35,5563.46
FGBKPADF_02418,2885.53,3439.48,7872.27,7615.6,2773.98,3615.92,8637.3,7566.99,2646.01,3802.83,8666.45,7342.17
FGBKPADF_02419,6251.97,7648.96,16338.26,15539.01,6314.51,8156.83,18853.62,16077.8,5988.54,8443.38,18526.82,15126.71
FGBKPADF_02420,16632.5,20675.81,42024.59,37830.6,15034.9,21267.46,49469.02,42113.13,14757.57,21832.56,46909.66,38845.9
FGBKPADF_02421,6197.93,8140.66,16389.15,16561.1,6076.95,8862.89,17975.98,19115.16,5680.94,9256.52,18130.78,16472.26
FGBKPADF_02422,5031.65,7327.65,15397.45,16802.63,4849.72,7787.89,16949.67,17863.41,4689.7,8385.73,17154.46,16714.95
FGBKPADF_02423,6421.16,10777.68,21341.12,22356.38,6254.55,11601.53,23366.5,24349.92,5901.58,12286.06,22890.51,22872.85
