Geneid,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238
FGBKPADF_00743,995.52,892.53,855.99,371.13,1021.55,1021.97,816.49,378.99,987.22,961.52,731.15,336.39
FGBKPADF_00744,18822.49,14490.59,12334.92,4941.09,17962.95,13158.36,9747.53,3933.81,16370.45,13991.19,10585.72,4608.05
FGBKPADF_00745,2468.05,1238.99,875.57,625.92,2317.85,1013.64,577.9,368.05,2245.8,1091.25,710.84,565.25
FGBKPADF_00746,2102.27,1778.56,1544.96,1555.23,2003.64,1668.94,1347.63,1297.3,1968.0,1717.84,1472.45,1430.03
FGBKPADF_00747,35.25,127.39,140.93,64.8,46.3,128.79,152.27,103.86,30.6,139.06,156.68,109.06
FGBKPADF_00748,674.39,511.17,296.21,365.24,651.94,471.97,267.37,351.66,574.13,449.39,279.98,402.44
FGBKPADF_00749,1879.04,1055.62,888.62,1513.99,1607.47,1189.4,1281.69,1973.28,1641.07,953.04,1061.91,1870.87
FGBKPADF_00750,616.42,304.27,396.68,519.88,663.33,440.91,352.49,541.15,669.96,434.97,339.46,611.34
FGBKPADF_00751,1767.82,830.05,799.88,1206.18,1530.81,967.43,1020.31,1505.02,1631.41,755.48,864.61,1370.13
FGBKPADF_00752,1117.71,556.61,497.15,764.36,869.76,592.43,594.68,799.88,954.2,470.58,464.22,815.63
FGBKPADF_00753,285.89,280.74,412.34,508.1,323.31,293.94,381.27,358.94,351.89,300.16,367.03,365.57
FGBKPADF_00754,803.62,800.84,1064.77,1278.35,657.26,734.85,1112.63,1085.94,802.82,812.29,1132.99,1107.47
FGBKPADF_00755,5872.87,6336.95,9357.21,9786.44,5443.99,5084.86,6669.81,6759.82,4306.4,6356.7,9396.15,8357.47
FGBKPADF_00756,2406.95,2092.57,2711.52,2178.2,2433.97,1588.64,1613.8,1054.97,1753.0,2034.11,2458.93,1692.69
FGBKPADF_00757,1293.94,1101.87,1294.43,982.33,1297.05,750.0,775.73,371.7,1059.69,1029.35,977.77,657.42
FGBKPADF_00758,1538.32,1316.07,918.63,1008.84,1590.01,1252.27,767.33,847.25,1465.53,1179.43,847.21,1082.89
FGBKPADF_00759,249.86,271.0,332.74,796.76,264.88,285.61,515.55,1184.33,180.37,360.36,496.14,1073.68
FGBKPADF_00760,86.16,78.7,126.57,322.53,99.42,102.27,169.05,439.11,95.82,124.64,204.55,371.72
FGBKPADF_00761,324.27,306.7,438.44,860.09,286.13,332.58,636.65,998.49,339.81,329.83,606.39,1029.13
FGBKPADF_00762,135.5,121.71,159.19,296.02,121.43,137.12,209.82,353.48,148.97,130.58,264.03,359.43
FGBKPADF_00763,4210.8,3237.44,2753.27,3664.21,4099.88,3139.4,2620.92,3456.44,4013.3,3224.56,2663.47,4021.3
FGBKPADF_00764,1302.56,1415.06,1718.51,2481.59,1286.43,1291.67,1718.11,2632.87,1231.21,1327.81,1719.07,2446.88
FGBKPADF_00765,278.84,283.17,307.95,385.86,209.47,262.88,217.01,406.32,236.74,239.11,249.52,448.52
FGBKPADF_00766,207.56,163.9,163.11,237.11,164.69,193.94,128.29,322.5,169.9,190.78,145.07,296.45
FGBKPADF_00767,25.85,10.55,9.13,22.09,11.38,16.67,10.79,7.29,24.96,6.78,8.7,12.29
FGBKPADF_00768,506.77,492.51,460.62,278.35,516.85,534.09,444.81,245.98,560.44,462.95,371.38,267.27
FGBKPADF_00769,2164.14,2602.12,3675.81,4287.18,2367.18,2682.58,3497.36,4376.57,2290.9,2493.67,3929.93,4416.05
FGBKPADF_00770,2309.05,2722.21,4782.34,5356.4,2700.36,3444.7,5213.07,6020.07,2604.94,3358.53,5231.2,5386.82
FGBKPADF_00771,8425.51,9108.65,14318.32,16135.48,8239.22,9788.65,17733.79,19317.41,8047.53,9387.1,16027.27,16048.32
FGBKPADF_00772,2659.16,3536.03,4443.08,5169.36,2710.99,3434.1,4770.66,5752.22,2857.78,3514.54,4604.5,5400.64
FGBKPADF_00774,882.73,1583.83,2437.49,2217.97,948.69,1529.55,2391.92,2037.06,917.97,1696.65,2361.73,2330.14
FGBKPADF_00775,330.54,489.27,883.4,780.56,273.22,607.58,752.95,878.23,372.02,607.94,702.14,841.74
FGBKPADF_00776,262.39,394.33,549.35,555.23,201.12,406.06,547.92,615.85,293.11,363.75,526.6,606.73
FGBKPADF_00777,186.42,319.69,477.58,472.75,139.65,361.36,475.99,557.55,188.43,289.13,400.39,488.45
FGBKPADF_00778,55.61,154.16,271.41,238.59,58.44,200.76,298.54,315.22,42.68,188.23,284.34,282.63
FGBKPADF_00779,2038.82,1829.68,2307.01,2793.81,1886.0,1949.25,2102.97,2722.15,1838.35,1976.45,2142.68,2565.15
FGBKPADF_00780,4911.03,3751.86,3575.34,2281.29,4900.57,3703.79,3343.89,2399.64,4677.62,3468.76,3013.09,1806.36
FGBKPADF_00781,305.47,236.11,207.47,307.81,361.26,237.88,203.82,262.38,322.9,239.96,139.27,294.92
FGBKPADF_00782,386.93,309.14,307.95,410.9,383.27,379.55,292.55,406.32,340.61,372.23,348.17,327.17
FGBKPADF_00783,2656.81,2441.47,2501.43,2782.03,2851.39,2557.58,2236.06,2920.75,2556.63,2372.42,2380.59,2861.6
FGBKPADF_00784,11036.9,1138.38,968.21,799.7,11313.74,1197.73,932.79,838.14,8600.73,1119.23,839.95,889.35
FGBKPADF_00785,10823.85,9457.55,12795.54,9918.99,10796.9,9417.44,11531.58,9498.37,10912.56,9841.57,12460.01,10157.69
FGBKPADF_00786,2558.91,2155.05,2618.87,2000.0,2314.05,2052.28,2629.32,1838.45,2407.66,2226.58,2492.29,2119.7
FGBKPADF_00787,383.8,497.38,480.19,450.66,409.08,585.61,366.88,311.57,414.7,543.5,441.01,396.29
FGBKPADF_00788,3283.42,4641.14,6087.21,9687.77,3175.47,5525.01,6366.47,12116.66,3138.01,5360.42,6179.96,9988.73
FGBKPADF_00789,2799.37,1957.88,1920.77,2066.27,2837.73,2160.61,2126.95,2348.63,2898.05,1929.82,2012.11,1926.17
FGBKPADF_00790,2936.44,2234.57,1946.86,1743.74,2634.33,2184.09,2218.07,2213.8,2791.75,1996.8,1830.78,1821.72
FGBKPADF_00791,2025.51,2463.38,4191.24,9384.38,2355.04,2834.1,5245.44,11375.08,2182.19,2627.64,4536.32,9469.55
FGBKPADF_00792,7.05,17.04,20.88,47.13,12.14,18.18,32.37,49.2,12.88,5.09,11.61,35.33
FGBKPADF_00793,14860.77,12398.02,18445.62,26484.51,13935.93,12633.35,18859.61,30114.9,14069.89,12685.42,17701.37,23014.16
FGBKPADF_00794,542.02,504.68,686.36,798.23,413.63,516.67,678.61,670.52,445.3,510.44,683.28,804.87
FGBKPADF_00795,837.3,873.87,1351.84,1567.01,762.75,879.55,1303.27,1519.59,841.47,941.17,1317.23,1448.47
FGBKPADF_00796,2887.88,3174.15,4249.96,6372.6,2798.27,3209.1,4222.73,6326.17,2768.4,3215.23,4151.89,6090.31
FGBKPADF_00797,1929.95,2894.22,2825.04,1939.62,1895.87,2724.25,2626.92,1597.94,1804.53,2799.76,2538.72,2004.5
FGBKPADF_00798,285.89,570.41,476.28,278.35,282.33,518.94,475.99,266.02,299.55,549.44,509.19,337.92
FGBKPADF_00799,19.58,26.78,53.5,61.86,9.87,99.24,169.05,134.83,89.38,23.74,49.32,82.94
FGBKPADF_00800,168.4,559.86,536.3,475.7,183.67,600.76,534.74,455.51,175.54,635.08,578.83,632.84
FGBKPADF_00801,0.78,9.74,6.52,8.84,3.79,8.33,10.79,1.82,1.61,11.02,7.25,12.29
FGBKPADF_00802,5400.57,2639.45,1094.78,1076.58,6064.05,2452.28,871.64,1082.3,6406.46,2141.79,1066.26,1138.19
FGBKPADF_00803,424.53,230.43,87.43,100.15,403.76,220.45,181.04,162.16,491.19,227.24,158.13,119.81
FGBKPADF_00804,1017.45,910.38,428.0,346.1,1213.57,934.09,552.72,411.78,1237.65,874.18,512.1,471.56
FGBKPADF_00805,1644.84,1608.17,938.2,603.83,1923.95,1566.67,865.65,610.39,1886.67,1509.26,976.32,685.06
FGBKPADF_00806,3973.47,1958.69,1744.61,1092.78,3019.88,1653.79,2104.17,1417.56,3019.64,1667.82,1932.33,1107.47
FGBKPADF_00807,1803.06,1084.83,910.8,536.08,1464.02,893.18,1158.19,827.21,1451.84,891.99,1027.09,566.79
FGBKPADF_00808,5654.35,3761.6,3280.44,1888.07,4358.68,2776.52,3821.08,2020.66,4552.0,2971.04,3501.98,1818.65
FGBKPADF_00809,37.6,34.89,22.18,14.73,31.88,28.03,20.38,21.86,49.92,36.46,27.56,39.94
FGBKPADF_00810,334.45,418.68,516.73,474.23,382.51,424.24,477.19,426.36,384.9,345.1,455.52,373.25
FGBKPADF_00811,5.48,12.98,10.44,10.31,7.59,7.58,7.19,10.93,6.44,11.02,8.7,3.07
FGBKPADF_00812,40.73,126.58,216.61,181.15,58.44,132.58,229.0,165.81,61.2,164.49,236.46,178.18
FGBKPADF_00813,18.8,52.74,110.91,73.64,34.91,55.3,97.12,72.88,46.7,76.31,121.86,89.09
FGBKPADF_00814,1203.09,1183.82,1067.38,1000.0,1268.97,1148.49,1146.2,1053.15,1343.94,1181.12,1057.56,1153.55
FGBKPADF_00815,4724.62,4720.66,4350.43,3886.59,4594.71,4821.98,4734.69,4223.52,4582.6,4705.84,4694.45,3995.18
FGBKPADF_00816,2871.43,3214.72,3232.16,2615.61,3062.38,3348.49,3096.91,2654.73,3092.11,3303.42,3142.2,2837.03
FGBKPADF_00817,2995.96,2469.06,2913.77,4150.22,2769.43,2315.16,2895.48,4383.86,2805.44,2125.68,2556.12,3703.34
FGBKPADF_00818,5389.6,4896.73,4448.3,3494.84,5380.99,4999.25,4241.91,3210.46,5599.61,4976.32,4572.59,3437.61
FGBKPADF_00819,1748.23,1612.23,1323.14,1098.67,1505.01,1531.06,1770.86,1330.1,1562.16,1643.23,1562.4,1287.18
FGBKPADF_00820,1386.37,1347.72,1340.1,1027.98,1341.07,1584.85,1620.99,1328.28,1376.95,1583.03,1603.02,1136.65
FGBKPADF_00821,990.82,1132.7,1072.6,810.01,976.02,1096.97,1288.88,1027.64,1048.42,1131.1,1201.17,932.36
FGBKPADF_00822,375.96,209.34,143.54,94.26,323.31,163.64,134.28,58.31,270.56,168.73,169.73,82.94
FGBKPADF_00823,181.72,236.93,7741.78,14830.62,179.87,319.7,10944.09,14518.12,263.31,274.72,8982.7,12937.88
FGBKPADF_00824,636.79,733.5,24695.94,48506.58,570.73,1035.61,34040.83,48242.51,739.21,843.66,27785.15,42145.26
FGBKPADF_00825,1251.65,1697.43,16450.48,14251.83,1388.13,1958.34,24877.19,12466.49,1343.94,2012.91,18571.79,13222.04
FGBKPADF_00826,1023.72,1389.91,9244.99,8107.5,856.86,1359.09,16810.59,7574.28,887.37,1382.92,11557.68,7809.12
FGBKPADF_00827,1978.51,3086.52,14083.45,11030.92,1967.21,2972.73,24826.83,11005.2,2107.3,3047.35,17594.02,11134.6
FGBKPADF_00828,1198.39,1849.16,7919.25,5150.22,1234.06,1965.15,13018.29,4748.27,1069.35,1962.89,9500.6,5153.34
FGBKPADF_00829,82.24,153.35,488.02,301.91,110.81,189.39,593.48,333.44,127.23,161.95,480.18,273.41
FGBKPADF_00830,28.98,53.55,202.25,89.84,31.88,63.64,321.32,123.9,29.79,57.66,207.45,145.92
FGBKPADF_00831,38.38,43.81,148.76,210.6,24.29,71.21,205.02,233.22,28.99,55.11,182.79,228.87
FGBKPADF_00832,1380.89,1298.22,1692.41,1449.19,1454.92,1390.15,1924.33,1310.06,1500.96,1440.58,1746.64,1583.63
FGBKPADF_00833,28498.09,27423.32,32624.32,25156.09,27707.93,26868.98,34135.54,26944.53,28750.96,26069.52,32727.67,22682.38
FGBKPADF_00834,831.82,1383.42,2690.64,3852.72,888.74,1533.34,2617.33,3549.36,835.84,1455.0,2660.57,3903.02
FGBKPADF_00835,1684.01,1302.28,977.35,1076.58,1611.26,1287.12,912.41,869.12,1730.45,1237.09,895.08,1095.18
FGBKPADF_00836,581.96,457.62,366.67,443.3,607.16,412.88,291.35,362.59,649.83,367.99,297.39,416.26
FGBKPADF_00837,2705.38,3022.42,2925.52,3157.58,2934.12,3054.55,2703.65,3184.95,2949.58,2872.68,2741.81,3081.25
FGBKPADF_00838,1154.52,1193.55,1546.27,2804.12,1180.93,1281.06,1481.91,3082.91,1171.62,1188.76,1626.23,3197.99
FGBKPADF_00839,899.18,891.72,764.65,561.12,1062.54,844.7,678.61,486.49,977.56,766.5,648.46,529.93
FGBKPADF_00840,422.18,308.33,275.33,251.84,477.38,344.7,263.77,204.07,479.92,295.07,287.24,262.66
FGBKPADF_00841,4448.91,3177.4,3122.55,2412.37,4464.93,3216.67,3244.38,2815.07,4545.56,2839.62,2840.46,2612.77
FGBKPADF_00842,172.32,172.83,191.82,108.98,155.59,190.15,202.62,131.19,172.32,149.23,207.45,118.27
FGBKPADF_00843,6002.11,4033.41,2579.72,3471.28,6278.84,3581.07,2459.06,3565.76,6457.19,3500.98,2638.81,3844.65
FGBKPADF_00844,522.43,809.77,604.15,889.54,502.43,713.64,631.85,901.92,463.01,707.15,622.35,898.57
FGBKPADF_00845,240.46,250.72,214.0,319.59,242.87,212.88,224.21,313.39,231.91,244.2,159.58,333.32
FGBKPADF_00846,28.98,51.12,43.06,64.8,53.89,60.61,44.36,87.46,39.46,60.2,40.62,78.34
FGBKPADF_00847,57.18,66.53,48.28,73.64,58.44,65.15,38.37,107.5,52.34,48.33,89.94,105.99
FGBKPADF_00848,65.01,78.7,112.22,104.57,59.2,87.12,50.36,109.32,58.78,75.46,75.44,113.67
FGBKPADF_00849,2678.74,3106.81,4719.71,10110.45,2663.93,3246.22,5252.64,10713.68,2607.36,2990.54,4806.15,10317.43
FGBKPADF_00850,779.34,962.31,1612.82,3150.22,1080.75,1137.12,1415.97,3266.94,922.0,1000.52,1572.55,3333.16
FGBKPADF_00851,14.88,21.1,24.79,26.51,24.29,32.58,40.76,43.73,49.92,26.28,18.86,21.5
FGBKPADF_00852,21.93,6.49,20.88,22.09,15.18,37.12,37.17,36.44,37.04,16.96,17.41,21.5
FGBKPADF_00853,10.97,13.79,7.83,4.42,12.14,19.7,27.58,27.33,12.88,7.63,0.0,15.36
FGBKPADF_00854,9.4,6.49,5.22,8.84,7.59,10.61,21.58,7.29,12.08,5.09,5.8,9.22
FGBKPADF_00855,971.24,672.64,460.62,346.1,1107.32,1117.43,990.34,741.58,1568.6,543.5,400.39,319.49
FGBKPADF_00856,484.84,310.76,274.02,179.68,537.34,558.33,416.04,344.37,721.49,311.18,220.51,182.79
FGBKPADF_00857,1033.9,666.15,448.87,315.17,934.27,966.67,932.79,573.95,1200.61,609.64,475.83,304.13
FGBKPADF_00858,3841.88,3135.21,3895.03,3111.93,3674.1,3353.04,3905.01,3921.06,3663.02,3228.8,3596.27,2883.11
FGBKPADF_00859,14363.4,13490.15,17846.69,15787.91,13701.42,13358.36,17100.74,16923.23,13763.1,13290.82,17575.16,14159.01
FGBKPADF_00860,3712.65,3157.11,4163.84,3561.12,3417.57,3306.82,3900.21,3709.7,3229.0,3349.2,3734.09,3196.45
FGBKPADF_00861,1770.95,1528.66,2016.02,2941.09,1732.69,1662.88,1784.05,3297.92,1723.21,1549.96,1658.14,2984.48
FGBKPADF_00862,263.17,289.67,324.91,717.23,280.81,256.06,327.32,741.58,272.17,261.15,284.34,689.67
FGBKPADF_00863,802.06,774.06,889.92,1706.92,884.94,749.24,971.16,1993.33,839.86,629.14,848.66,1651.22
FGBKPADF_00864,2945.05,3997.71,3410.93,3184.09,3363.69,4249.25,2789.98,3081.09,3981.09,4049.57,3107.39,3237.93
FGBKPADF_00865,1772.51,2623.22,2441.41,2042.71,2161.5,2795.46,2077.79,1812.94,2283.65,2505.54,2106.41,2082.84
FGBKPADF_00866,9928.59,13146.12,14730.66,11095.72,9426.22,13278.81,13339.61,11136.39,10250.66,12347.96,13606.06,10397.31
FGBKPADF_00867,82.24,413.0,605.46,379.97,106.25,462.12,643.84,409.96,111.93,440.06,665.87,339.46
FGBKPADF_00868,11298.51,12402.89,15620.58,23487.46,11533.84,13288.66,16652.33,25741.97,11950.51,13933.53,17150.11,23600.92
FGBKPADF_00869,23431.97,25820.02,32367.26,44242.96,21845.01,26689.44,35689.39,50283.21,22983.86,26709.68,34424.98,44642.83
FGBKPADF_00870,16734.32,19282.66,25160.47,32621.47,15846.22,19749.28,26067.75,35406.15,16348.71,20109.63,26930.69,33807.76
FGBKPADF_00871,11404.25,12942.46,17406.95,21896.89,11159.68,13300.78,17410.07,23205.68,11376.38,13560.46,18885.14,22034.18
FGBKPADF_00872,24237.16,27893.93,36400.61,48647.96,22865.8,27618.23,37472.24,49763.93,23738.37,28627.63,39048.34,47822.39
FGBKPADF_00873,1095.0,940.4,978.65,1138.44,999.54,1181.82,997.53,1297.3,1105.59,1020.02,989.37,1072.14
FGBKPADF_00874,224.01,244.23,276.63,220.91,34.15,1119.7,1176.18,1468.58,1045.2,39.0,50.77,50.69
FGBKPADF_00875,95.56,97.37,123.96,131.07,12.14,593.94,637.85,763.44,571.72,22.89,17.41,29.18
FGBKPADF_00876,1800.71,1829.68,2070.83,2150.22,1939.13,2046.97,1933.92,2239.3,1783.6,1924.73,1981.65,2058.26
FGBKPADF_00877,1918.2,1850.78,1807.24,1631.81,1980.11,1763.64,1618.59,1670.82,1849.63,1694.1,1716.17,1688.08
FGBKPADF_00878,275.71,129.82,167.02,79.53,273.98,190.91,200.23,103.86,278.61,187.39,185.69,52.22
FGBKPADF_00879,97.91,47.87,33.93,29.46,94.87,41.67,52.75,63.77,113.54,35.61,43.52,23.04
FGBKPADF_00880,40.73,24.34,18.27,14.73,36.43,24.24,15.59,14.58,25.77,25.44,13.06,15.36
FGBKPADF_00881,9.4,17.04,9.13,7.36,18.21,11.36,11.99,18.22,19.33,12.72,2.9,6.14
FGBKPADF_00882,105.74,120.9,84.82,66.27,151.79,107.58,91.12,94.75,118.37,105.99,87.04,78.34
FGBKPADF_00883,602.33,666.96,606.76,743.74,618.55,648.49,641.44,683.27,654.66,579.96,529.5,807.95
FGBKPADF_00884,386.93,399.2,328.83,332.84,409.08,498.49,399.25,322.5,373.63,471.43,339.46,351.75
FGBKPADF_00885,354.03,360.26,378.41,226.8,319.52,337.88,335.71,167.63,314.04,345.94,304.65,245.76
FGBKPADF_00886,281.19,323.74,279.24,225.33,305.86,311.36,342.9,304.28,326.12,286.59,352.52,276.48
FGBKPADF_00887,727.65,757.03,636.78,402.06,912.26,816.67,609.07,433.65,898.64,753.78,610.74,390.15
FGBKPADF_00888,0.0,0.0,1.3,0.0,0.76,1.52,0.0,1.82,2.42,1.7,0.0,1.54
FGBKPADF_00889,8.62,3.25,23.49,2.95,3.79,8.33,11.99,21.86,7.25,5.94,13.06,16.9
FGBKPADF_00890,8.62,6.49,3.91,1.47,6.83,8.33,7.19,20.04,6.44,7.63,17.41,16.9
FGBKPADF_00891,11.75,24.34,35.23,25.04,25.05,17.42,8.39,18.22,18.52,12.72,24.66,32.26
FGBKPADF_00892,113.57,115.22,99.17,125.18,92.59,128.79,140.28,138.48,124.01,102.6,98.65,118.27
FGBKPADF_00893,41.51,31.64,41.76,30.93,26.56,44.7,43.16,23.69,50.73,32.22,29.01,44.54
FGBKPADF_00894,169.97,150.92,146.15,83.95,179.11,146.21,107.91,127.54,163.46,122.95,101.55,104.45
FGBKPADF_00895,319.57,278.31,204.86,222.39,343.05,257.58,213.41,249.62,353.5,247.59,197.29,181.25
FGBKPADF_00896,116.71,116.84,96.56,86.89,113.84,106.06,117.5,67.42,111.12,80.55,69.63,89.09
FGBKPADF_00897,101.82,116.84,63.94,61.86,112.33,100.0,76.73,72.88,99.04,73.77,94.3,53.76
FGBKPADF_00898,297.64,271.82,163.11,125.18,308.89,241.67,122.29,81.99,278.61,243.35,133.46,130.56
FGBKPADF_00899,105.74,111.97,57.41,38.29,101.7,99.24,118.7,129.37,109.51,122.1,73.99,66.05
FGBKPADF_00900,216.96,119.27,74.38,25.04,233.76,153.03,51.56,52.84,242.38,119.55,71.08,72.19
FGBKPADF_00901,1777.21,1238.18,1045.2,1328.42,1712.2,1202.27,1037.1,1153.36,1695.02,1122.62,903.78,1139.73
FGBKPADF_00902,2125.76,1660.1,1347.93,1558.17,2073.47,1520.46,1266.1,1501.37,2053.35,1345.62,1273.71,1463.83
FGBKPADF_00903,3480.8,2740.87,2232.63,2270.98,3165.6,2477.28,2041.83,2383.25,3267.65,2344.44,1883.0,2110.49
FGBKPADF_00904,895.26,814.63,565.01,525.77,897.08,721.21,553.92,542.97,897.84,607.94,404.74,466.95
FGBKPADF_00905,501.29,709.97,570.23,615.61,439.44,664.4,653.43,635.9,498.44,630.84,593.33,617.48
FGBKPADF_00906,231.84,249.1,177.46,106.04,303.58,259.09,189.44,109.32,252.84,233.17,163.93,98.31
FGBKPADF_00907,8655.79,6754.0,4341.3,3602.35,8198.23,5975.77,3851.05,3438.22,8311.65,6235.45,4044.54,3190.31
FGBKPADF_00908,29.76,26.78,37.84,19.15,16.7,43.94,17.98,20.04,44.29,44.94,20.31,19.97
FGBKPADF_00909,1195.25,1392.34,1387.08,938.14,1470.86,1496.97,1059.88,781.66,1471.17,1498.24,1314.33,860.17
FGBKPADF_00910,2692.84,2739.25,2545.8,1771.72,2830.14,2816.67,2111.37,1590.65,2903.68,2820.11,2261.63,1703.44
FGBKPADF_00911,4191.22,4151.07,3497.05,2592.04,4150.73,3835.61,3299.53,2705.75,4004.44,3822.33,3290.18,2351.64
FGBKPADF_00912,7.83,4.06,5.22,10.31,0.0,16.67,23.98,16.4,9.66,5.09,4.35,4.61
FGBKPADF_00913,286.67,352.95,334.05,269.51,278.54,346.21,274.56,167.63,278.61,357.81,274.18,211.97
FGBKPADF_00914,8839.08,11856.01,5831.46,3444.77,9976.47,10876.53,4997.26,3574.87,9137.02,11885.85,5701.23,3396.14
FGBKPADF_00915,7426.08,10997.56,4855.42,2480.12,7373.25,9790.93,4231.12,2519.9,7724.63,10681.84,4717.66,2416.16
FGBKPADF_00916,6830.02,9829.98,4808.44,2285.71,6218.12,8465.92,4392.98,2386.89,6933.89,9302.31,4584.19,2397.72
FGBKPADF_00917,4346.3,4463.45,4822.79,2711.34,5392.38,5562.89,4604.0,2694.82,5336.3,4537.96,4101.11,2261.02
FGBKPADF_00918,2585.54,2813.09,3169.53,4372.6,2705.68,2730.31,3240.78,4303.69,2678.22,2840.46,3602.07,4408.37
FGBKPADF_00919,596.06,561.48,642.0,555.23,524.44,594.7,667.82,563.01,607.95,580.81,599.14,582.15
FGBKPADF_00920,10147.9,7183.23,5489.58,4991.16,9823.16,6425.77,4451.73,3797.16,9874.61,6441.49,5167.37,4698.68
FGBKPADF_00921,186.42,207.72,217.91,247.42,217.82,189.39,202.62,236.87,214.19,194.17,233.56,242.69
FGBKPADF_00922,129.24,174.45,140.93,97.2,129.78,125.76,74.34,133.01,125.62,128.88,118.96,109.06
FGBKPADF_00923,2577.7,2405.77,1595.85,1874.81,2822.55,2421.97,1239.72,1479.51,2865.84,2218.11,1441.99,1909.27
FGBKPADF_00924,2660.73,2053.63,2116.5,3162.0,2482.54,2034.09,1858.39,2785.92,2441.48,1921.34,1970.04,2876.96
FGBKPADF_00925,263.17,183.37,203.56,153.17,242.87,183.33,196.63,189.49,219.83,167.04,158.13,144.39
FGBKPADF_00926,558.46,427.6,375.8,331.37,485.73,428.03,400.45,322.5,549.17,394.27,380.08,287.24
FGBKPADF_00927,874.12,708.34,726.81,1128.13,925.17,619.7,655.83,1144.25,768.2,509.59,533.86,866.31
FGBKPADF_00928,137.07,141.99,155.28,179.68,157.1,156.06,151.07,196.78,136.08,152.62,136.37,213.51
FGBKPADF_00929,6809.65,7078.56,6340.36,7496.31,6704.61,6558.34,6037.95,7189.82,6687.49,7090.14,6354.04,7884.38
FGBKPADF_00930,203.65,180.13,110.91,117.82,187.46,166.67,146.27,160.34,210.97,126.34,92.84,132.1
FGBKPADF_00931,586.66,519.29,354.92,316.64,635.25,538.64,473.59,424.54,575.74,530.79,377.18,359.43
FGBKPADF_00932,425.31,567.16,392.77,309.28,340.01,502.27,527.54,399.03,341.42,463.8,393.14,411.65
FGBKPADF_00933,369.7,397.58,364.06,527.25,370.37,344.7,356.09,408.14,316.46,380.71,410.55,632.84
FGBKPADF_00934,7552.96,7472.08,9541.2,10210.59,8374.31,7950.77,8402.3,9789.89,7971.03,7308.05,8540.24,8658.53
FGBKPADF_00935,213.83,413.0,610.68,829.16,233.0,356.06,579.1,792.59,181.98,403.6,587.53,844.81
FGBKPADF_00936,252.99,223.94,165.72,189.99,204.92,274.24,137.88,147.59,197.28,219.61,146.52,190.47
FGBKPADF_00937,252.21,338.35,341.88,328.42,273.98,412.88,314.13,289.71,278.61,356.97,374.28,304.13
FGBKPADF_00938,892.13,921.74,489.33,248.9,1205.22,838.64,381.27,282.42,999.3,823.31,425.05,281.09
FGBKPADF_00939,383.8,326.99,125.27,78.06,475.11,325.76,105.51,52.84,422.75,272.18,78.34,62.98
FGBKPADF_00940,477.0,546.88,177.46,97.2,612.48,478.03,199.03,133.01,559.64,417.17,172.63,87.55
FGBKPADF_00941,940.69,1112.41,425.39,178.2,1305.4,1136.37,411.24,153.05,1070.96,809.74,381.53,156.67
FGBKPADF_00942,546.71,745.67,280.55,116.35,819.67,756.06,284.15,151.23,685.26,629.14,233.56,75.26
FGBKPADF_00943,2000.44,3250.42,1774.62,412.37,2881.75,3415.91,1798.44,552.08,2335.19,2938.82,1453.6,499.21
FGBKPADF_00944,27.41,60.85,57.41,22.09,50.09,79.55,50.36,25.51,24.16,73.77,56.58,24.58
FGBKPADF_00945,4658.82,4876.45,5149.01,3671.57,4872.49,4490.16,5111.16,3733.39,4758.95,4334.46,4872.88,3105.83
FGBKPADF_00946,28631.24,27500.4,25498.43,14518.4,29099.1,25534.89,22801.79,14046.21,30175.42,25931.31,23686.94,13463.2
FGBKPADF_00947,1352.69,1199.23,883.4,997.05,1396.48,1003.79,808.1,845.43,1422.85,1008.15,806.59,930.83
FGBKPADF_00948,5071.6,4691.45,6388.64,4980.85,4909.68,5623.49,6489.96,5232.94,6209.18,4650.73,6404.82,3999.79
FGBKPADF_00949,158.22,61.67,37.84,39.76,125.23,50.0,45.56,47.37,198.09,72.92,40.62,36.86
FGBKPADF_00950,1685.57,322.93,198.34,179.68,1323.62,319.7,183.44,142.12,1852.04,298.46,146.52,164.35
FGBKPADF_00951,5876.79,1665.78,738.56,456.55,4791.28,1328.79,827.28,541.15,6071.48,1355.79,715.19,609.8
FGBKPADF_00952,7230.26,3194.44,1561.93,997.05,6264.42,3156.82,1442.35,974.8,7146.47,2933.73,1468.1,1033.74
FGBKPADF_00953,1600.98,1115.66,648.52,438.88,1328.93,1062.12,573.1,360.77,1498.54,911.49,590.43,503.81
FGBKPADF_00954,2515.04,2187.5,2068.22,2030.93,2401.33,2115.16,1788.85,1873.07,2494.62,1889.97,1800.31,1734.16
FGBKPADF_00955,912.5,942.02,889.92,1643.59,949.45,911.37,704.99,1446.71,1042.78,970.84,877.67,1661.97
FGBKPADF_00956,263.17,276.68,275.33,533.14,243.62,260.61,249.38,466.45,270.56,262.85,258.22,496.13
FGBKPADF_00957,49.35,64.1,103.08,122.24,56.92,45.45,92.32,138.48,62.81,56.81,89.94,107.52
FGBKPADF_00958,2011.41,2130.71,1970.35,2167.89,2128.87,1898.49,1962.69,1809.3,1891.5,2086.68,2059.99,2069.02
FGBKPADF_00959,549.06,782.99,780.31,801.18,547.97,684.09,803.3,794.42,514.55,719.02,728.25,812.55
